iteration,position,value
388,9,0.28181
388,15,0.29539
388,21,0.28758
388,27,0.23251
388,33,0.20108
388,39,0.18378
388,45,0.18118
388,51,0.18341
388,57,0.17504
388,63,0.17671
388,69,0.19066
388,75,0.18806
388,81,0.18638
388,87,0.19327
388,93,0.1769
388,99,0.17876
388,105,0.18136
388,111,0.18229
388,117,0.19866
388,123,0.22061
388,127,0.2433
395,3,0.38783
395,9,0.27623
395,15,0.29594
395,21,0.27883
395,27,0.24758
395,33,0.21224
395,39,0.20684
395,45,0.18118
395,51,0.1769
395,57,0.17615
395,63,0.18955
395,69,0.19048
395,75,0.19754
395,81,0.18899
395,87,0.19903
395,93,0.18936
395,99,0.18545
395,105,0.18713
395,111,0.19457
395,117,0.20313
395,123,0.22321
395,127,0.24051
399,3,0.41536
399,9,0.25521
399,15,0.30729
399,21,0.29948
399,27,0.21224
399,33,0.20703
399,39,0.17318
399,45,0.17188
399,51,0.15625
399,57,0.1849
399,63,0.16406
399,69,0.16406
399,75,0.1849
399,81,0.15495
399,87,0.17839
399,93,0.17708
399,99,0.16927
399,105,0.18099
399,111,0.17969
399,117,0.21484
399,123,0.25781
399,127,0.28125
