iteration,position,value
79,117,0.41753
79,123,0.42231
79,127,0.41276
82,3,0.55686
82,9,0.52214
82,15,0.50043
82,21,0.43837
82,27,0.41797
82,33,0.38194
82,39,0.36806
82,45,0.39323
82,51,0.43707
82,57,0.477
82,63,0.51345
82,69,0.55035
82,75,0.5434
82,81,0.56597
82,87,0.57031
82,93,0.57075
82,99,0.5829
82,105,0.5829
82,111,0.58116
82,117,0.55339
82,123,0.56206
82,127,0.56901
85,3,0.56858
85,9,0.5421
85,15,0.46875
85,21,0.41536
85,27,0.36155
85,33,0.38281
85,39,0.46094
85,45,0.53299
85,51,0.57726
85,57,0.60503
85,63,0.6059
85,69,0.6046
85,75,0.60851
85,81,0.61806
85,87,0.60807
85,93,0.6276
85,99,0.62413
85,105,0.61198
85,111,0.61545
85,117,0.63412
85,123,0.6454
85,127,0.62109
88,3,0.6059
88,9,0.55425
88,15,0.49696
88,21,0.4375
88,27,0.42795
88,33,0.47787
88,39,0.51779
88,45,0.55122
88,51,0.56076
88,57,0.56944
88,63,0.59722
88,69,0.59505
88,75,0.60504
88,81,0.58941
88,87,0.58767
88,93,0.5638
88,99,0.55469
88,105,0.54123
88,111,0.52344
88,117,0.51345
88,123,0.49957
88,127,0.4974
91,3,0.54514
91,9,0.48134
91,15,0.44705
91,21,0.38672
91,27,0.39583
91,33,0.42188
91,39,0.44922
91,45,0.45399
91,51,0.43012
91,57,0.47526
91,63,0.49175
91,69,0.51476
91,75,0.5395
91,81,0.54427
91,87,0.51389
91,93,0.53082
91,99,0.54297
91,105,0.56684
91,111,0.57812
91,117,0.59114
91,123,0.59071
91,127,0.61458
94,3,0.45529
94,9,0.40017
94,15,0.35634
94,21,0.34766
94,27,0.37196
94,33,0.41753
94,39,0.40625
94,45,0.40755
94,51,0.43793
94,57,0.45703
94,63,0.46919
94,69,0.47222
94,75,0.48307
94,81,0.48828
94,87,0.47266
94,93,0.46528
94,99,0.44661
94,105,0.43403
94,111,0.4388
94,117,0.42622
94,123,0.44705
94,127,0.44401
97,3,0.47656
97,9,0.43446
97,15,0.43923
97,21,0.48958
97,27,0.45616
97,33,0.39887
97,39,0.4579
97,45,0.48134
97,51,0.50304
97,57,0.50868
97,63,0.51389
97,69,0.51996
97,75,0.53125
97,81,0.53342
97,87,0.53082
97,93,0.53429
97,99,0.52604
97,105,0.49913
97,111,0.47873
97,117,0.44444
97,123,0.4158
97,127,0.41406
100,3,0.49262
100,9,0.49609
100,15,0.48828
100,21,0.49089
100,27,0.43446
100,33,0.3993
100,39,0.49002
100,45,0.51997
100,51,0.5178
100,57,0.50955
100,63,0.50955
100,69,0.51432
100,75,0.53299
100,81,0.54731
100,87,0.55729
100,93,0.53733
100,99,0.52691
100,105,0.49088
100,111,0.4974
100,117,0.51997
100,123,0.53776
100,127,0.55339
103,3,0.60243
103,9,0.53863
103,15,0.51823
103,21,0.49089
103,27,0.39627
103,33,0.42752
103,39,0.47439
103,45,0.48524
103,51,0.47569
103,57,0.48177
103,63,0.4362
103,69,0.42752
103,75,0.40669
103,81,0.3724
103,87,0.36719
103,93,0.34852
103,99,0.34418
103,105,0.34462
103,111,0.39106
103,117,0.38108
103,123,0.352
103,127,0.35677
106,3,0.59939
106,9,0.56467
106,15,0.50998
106,21,0.53733
106,27,0.4362
106,33,0.42969
106,39,0.4809
106,45,0.55165
106,51,0.5829
106,57,0.55946
106,63,0.53385
106,69,0.50912
106,75,0.48047
106,81,0.46441
106,87,0.43403
106,93,0.42665
106,99,0.42578
106,105,0.42231
106,111,0.34332
106,117,0.32682
106,123,0.28255
106,127,0.25651
109,3,0.62196
109,9,0.56944
109,15,0.5204
109,21,0.49262
109,27,0.36849
109,33,0.45877
109,39,0.55686
109,45,0.56944
109,51,0.57075
109,57,0.54514
109,63,0.53342
109,69,0.53733
109,75,0.52778
109,81,0.52604
109,87,0.53125
109,93,0.49306
109,99,0.48003
109,105,0.42361
109,111,0.41016
109,117,0.4401
109,123,0.45964
109,127,0.47917
112,3,0.60417
112,9,0.57075
112,15,0.50304
112,21,0.47483
112,27,0.39323
112,33,0.44618
112,39,0.52214
112,45,0.57465
112,51,0.59679
112,57,0.57769
112,63,0.5625
112,69,0.5599
112,75,0.5447
112,81,0.52734
112,87,0.53125
112,93,0.50825
112,99,0.49696
112,105,0.47092
112,111,0.48047
112,117,0.49523
112,123,0.49089
112,127,0.46875
115,3,0.60373
115,9,0.52517
115,15,0.47352
115,21,0.47873
115,27,0.38151
115,33,0.38932
115,39,0.46832
115,45,0.46484
115,51,0.43793
115,57,0.44922
115,63,0.47135
115,69,0.47005
115,75,0.46267
115,81,0.49609
